node1,node2,available_bandwidth,throughput,delay,packet_loss
20,17,99695.824,304.176,1.423,0.01
20,22,24720.16,279.7,0.626,0.01
20,15,24874.965,125.035,0.906,0.01
17,20,99082.837,917.163,1.422,0.01
17,10,94486.553,5504.288,0.594,0.22
17,7,98189.97,1804.076,1.131,0.33
17,13,99469.85,530.15,0.226,0.01
17,23,24975.944,24.056,1.261,0.01
21,3,99708.012,291.988,0.435,0.01
21,7,99487.712,512.288,0.385,0.01
21,18,24392.448,613.2,1.045,0
3,21,99142.378,857.622,0.435,0.01
3,10,99350.769,649.231,0.693,0.01
3,14,1305.644,244.356,1.155,0.01
3,1,99565.115,434.885,0.273,0.01
3,11,23844.675,1148.797,1.362,0.51
10,3,99386.494,613.506,0.693,0.01
10,12,83856.472,16135.465,0.996,0.01
10,16,95216.272,4787.293,1.034,0
10,17,94060.61,5942.378,0.595,0
10,11,23767.273,1238.063,0.352,0
7,21,99440.08,565.874,0.385,0
7,19,24720.16,279.84,1.887,0.01
7,6,1395.195,154.805,1.821,0.01
7,2,96808.631,3189.775,1.136,0.01
7,1,99708.252,291.748,1.659,0.01
7,17,97594.565,2405.435,1.13,0.01
14,3,1371.1390000000001,178.861,1.155,0.01
14,13,1413.057,136.875,1.459,0.01
5,8,24952.391,47.632,1.466,0.01
5,16,20760.48,4233.566,0.552,0.14
8,5,24993.806,6.191,1.466,0.01
8,9,20439.201,4566.753,1.454,0
19,7,24470.09,529.91,1.887,0.01
19,6,1550.0,0.0,0.949,0
19,13,25000.0,0.0,1.029,0
6,19,1550.0,0.0,0.949,0
6,7,1442.827,107.173,1.82,0.01
13,19,24767.792,232.208,1.03,0.01
13,14,1347.664,202.438,1.459,0.01
13,2,98208.487,1792.408,1.028,0.01
13,17,98641.958,1358.042,0.226,0.01
16,5,21600.0,3394.046,0.552,0.17
16,4,96022.697,3981.268,1.205,0
16,9,95486.593,4513.407,26.261,0.01
16,1,99636.803,363.197,0.55,0.01
16,10,87258.102,12742.309,1.034,0.05
18,21,24987.858,12.148,1.045,0.01
18,2,23309.895,1690.949,1.14,0.01
4,16,99690.305,303.896,1.205,1.89
4,2,94423.844,5570.205,1.362,0.11
9,8,23350.729,1649.271,1.454,0.01
9,16,88055.944,11944.056,26.261,0.01
9,15,24892.827,107.119,1.486,0.01
2,7,96673.35,3328.312,1.136,0.01
2,4,95590.255,4409.745,1.362,0.01
2,18,24214.066,785.542,1.14,0.01
2,13,99797.323,202.576,1.027,0.01
2,12,96874.126,3131.828,1.331,0
2,23,24952.368,47.632,0.269,0.01
1,3,99934.266,65.734,0.274,0.01
1,7,99220.02,779.98,1.659,0.01
1,16,96165.355,3828.691,0.55,0.16
12,2,96022.697,3977.303,1.332,0.01
12,10,98969.71,1024.848,0.996,0.57
12,22,99303.137,696.515,1.159,0.01
22,20,24833.37,166.713,0.625,0.01
22,12,99547.718,452.507,1.159,0.01
23,17,24994.046,5.954,1.261,0.01
23,2,24994.046,5.954,0.269,0.01
11,10,17442.137,7555.684,0.352,0.08
11,3,24946.44,53.586,1.362,0.01
15,20,24892.827,107.173,0.906,0.01
15,9,24875.027,125.035,1.485,0.01
