node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1353.4180000000001,196.582,2.141,0.01
14,3,1323.393,226.607,2.241,0.01
13,14,1198.536,351.464,2.141,0.01
13,17,96121.739,3874.24,0.193,0.15
13,2,97211.874,2789.52,1.933,0.01
13,19,24892.774,107.226,2.336,0.01
16,1,99624.52,375.48,0.233,0.01
16,9,91524.88,8475.12,0.512,0.01
16,10,83201.199,16798.801,0.845,0.01
16,4,93843.32,6156.68,0.001,0.01
16,5,19853.133,5140.91,1.405,0.12
1,16,92800.32,7199.68,0.233,0.01
1,3,99898.629,101.269,1.316,0.01
1,7,99355.758,643.598,1.459,0.01
9,16,84724.52,15269.52,0.512,0.04
9,8,21322.44,3687.636,0.143,0
9,15,24850.76,149.165,1.673,0.01
10,16,92619.25,7380.75,0.845,0.01
10,3,99171.734,828.266,0.001,0.01
10,11,23284.378,1715.622,0.338,0.01
10,17,92273.743,7718.2,0.001,0.15
10,12,80163.118,19848.796,1.01,0
21,7,99415.92,577.831,0.001,1.02
21,3,99689.84,310.005,0.001,0.01
21,18,24111.72,888.28,0.001,0.01
7,21,99332.574,667.76,0.001,0.01
7,17,98433.303,1567.48,1.441,0.01
7,6,1395.117,154.96,1.364,0.01
7,2,96181.309,3814.64,1.982,0.16
7,1,99743.848,256.408,1.459,0.01
7,19,24737.891,262.109,1.977,0.01
3,21,98635.602,1365.08,0.001,0.01
3,10,99171.734,828.266,0.001,0.01
3,1,99207.716,793.077,1.316,0.01
3,11,23361.819,1639.0,0.727,0.01
3,14,1132.769,417.231,2.241,0.01
18,21,24975.92,24.08,0.001,0.01
18,2,23080.64,1919.36,0.682,0.01
17,20,99290.76,708.886,1.709,0.01
17,13,99117.92,881.639,0.193,0.01
17,10,91518.68,8477.081,0.001,0.01
17,7,97663.44,2341.349,1.44,0
17,23,24975.92,24.08,0.393,0.01
20,17,99672.124,328.04,1.709,0.01
20,22,24743.608,256.52,0.251,0.01
20,15,24797.461,202.539,0.376,0.01
2,13,99660.28,339.55,1.933,0.01
2,18,23778.2,1221.8,0.682,0.01
2,4,94665.8,5328.24,0.001,0.11
2,7,97824.6,2174.313,1.982,0.01
2,23,24916.32,83.68,1.059,0.01
2,12,94880.12,5129.235,1.136,0
11,3,24981.88,18.111,0.727,0.01
11,10,16540.79,8465.167,0.338,0
19,13,24969.975,30.025,2.337,0.01
19,7,24475.782,524.218,1.977,0.01
19,6,1544.043,5.96,0.186,0.01
12,10,98659.43,1340.57,1.009,0.01
12,22,98975.152,1024.848,0.794,0.01
12,2,95055.432,4953.0,1.136,0
6,7,1394.8,155.122,1.365,0.01
6,19,1550.0,0.0,0.187,0
4,2,93032.52,6955.56,0.001,0.17
4,16,99487.44,512.56,0.001,0.01
23,2,24970.2,29.8,1.059,0.01
23,17,24898.68,101.32,0.392,0.01
22,12,99755.762,244.238,0.793,0.01
22,20,24827.16,172.754,0.25,0.01
5,16,18423.448,6570.595,1.404,0.09
5,8,24910.645,89.355,0.455,0.01
8,9,18757.041,6258.0,0.143,0
8,5,24975.932,24.068,0.454,0.01
15,20,24880.62,119.38,0.376,0.01
15,9,24815.092,185.0,1.673,0.01
