node1,node2,available_bandwidth,throughput,delay,packet_loss
13,14,1078.684,472.972,0.001,0.01
13,2,97209.325,2772.786,0.001,0.64
13,17,93422.831,6570.975,0.001,0.54
13,19,24809.185,190.625,0.001,0.01
14,13,1394.177,155.278,0.001,0.01
14,3,1382.45,166.963,0.95,0.01
6,7,1382.1970000000001,166.88,1.307,0.01
6,19,1550.0,0.0,0.961,0
7,6,1281.56,269.925,1.307,0.01
7,21,98659.0,1335.708,0.001,0.44
7,2,97252.44,2748.934,1.296,0.01
7,17,97633.64,2372.261,1.692,0.25
7,1,99332.48,665.219,0.347,0.89
7,19,24737.76,262.24,0.904,0.01
3,21,97930.845,2075.118,21.082,0
3,10,99129.84,870.16,1.971,0.01
3,1,99159.64,839.015,0.001,0.71
3,11,22316.658,2678.854,0.001,0.67
3,14,1180.295,371.004,0.95,0.01
21,3,99445.443,560.52,21.082,0
21,7,99505.073,494.68,0.001,0.01
21,18,23437.699,1562.301,0.001,0.01
18,21,24898.389,101.611,0.001,0.01
18,2,22918.919,2081.081,0.001,0.01
2,7,95843.562,4160.32,1.295,0
2,4,96171.526,3831.883,1.755,0.31
2,18,23252.606,1747.394,0.001,0.01
2,23,24999.76,0.24,0.001,0.01
2,12,94692.946,5304.43,2.458,0.45
2,13,99570.665,429.335,0.001,0.01
4,2,91977.499,8020.21,1.755,0
4,16,97928.277,2068.36,1.278,0
12,10,97533.38,2467.44,1.675,0
12,22,98437.952,1562.833,0.544,0.01
12,2,94863.204,5128.164,2.459,0
10,12,79980.12,20032.546,1.675,0.39
10,16,89414.8,10596.458,1.291,0
10,3,98116.4,1883.6,1.971,0.01
10,11,22364.362,2636.903,0.443,0.45
10,17,90392.48,9613.869,0.996,0.43
17,7,97088.884,2914.44,1.692,0
17,23,24856.0,143.352,1.444,0.01
17,10,87624.764,12355.08,0.996,0
17,20,99023.638,989.36,22.552,0
17,13,98909.829,1085.263,0.001,0.01
20,22,24576.388,413.34,1.222,2.78
20,15,24290.76,700.12,1.187,1.68
20,17,99272.88,730.774,22.552,0.01
22,20,24365.143,638.279,1.222,0
22,12,99191.522,808.072,0.544,0.01
16,10,82206.223,17796.8,1.291,0
16,4,93843.08,6142.843,1.278,0.68
16,5,18837.12,6165.963,0.994,0.01
16,9,86387.12,13627.377,0.732,0.39
16,1,98021.04,1977.919,0.001,0.6
5,16,19036.778,5960.24,0.994,0.01
5,8,24528.924,472.968,0.826,0.01
9,16,83012.261,16986.24,0.732,0
9,15,24688.523,311.321,0.001,0.01
9,8,19962.452,5041.005,0.223,0
1,16,89955.556,10042.84,0.001,0
1,3,99843.942,155.2,0.001,0.01
1,7,98927.26,1072.8,0.348,0
23,17,24952.056,48.161,1.444,0.01
23,2,24963.982,36.018,0.001,0.01
11,10,17101.277000000002,7900.95,0.443,0
11,3,24886.134,113.297,0.001,0.01
15,20,24623.012,381.44,1.187,0
15,9,24335.45,658.894,0.001,0.9
8,9,18121.005,6876.462,0.222,0.09
8,5,24856.313,149.075,0.826,0
19,7,24249.04,745.0,0.905,0.79
19,13,24988.086,11.926,0.001,0.01
19,6,1532.129,17.979,0.961,0.01
