node1,node2,available_bandwidth,throughput,delay,packet_loss
7,17,96800.84,3193.203,0.093,0.19
7,1,98993.023,1001.52,1.918,0.59
7,2,96622.129,3379.56,0.001,0.01
7,6,1204.253,345.92,0.001,0.01
7,21,98766.897,1233.103,2.507,0.01
7,19,24594.683,405.317,0.401,0.01
17,7,96937.851,3062.149,0.093,0.01
17,23,24839.16,160.92,1.237,0.01
17,20,99225.587,774.413,1.109,0.01
17,13,98754.983,1239.06,3.114,0.48
17,10,87782.0,12223.656,2.152,0
1,7,98486.16,1513.083,1.919,0.01
1,16,90249.44,9756.52,0.001,0
1,3,99785.44,214.346,2.865,0.01
15,20,24749.805,250.195,0.943,0.01
15,9,24767.676,238.281,0.001,0
20,15,24636.382,363.618,0.943,0.01
20,22,24457.911,542.089,0.346,0.01
20,17,99368.556,631.444,1.109,0.01
9,15,24695.952,304.048,0.001,0.01
9,8,20008.016,4991.984,0.001,0.01
9,16,83338.211,16670.12,0.001,0.01
12,2,94358.461,5644.36,0.371,0.01
12,22,98522.659,1477.341,0.001,0.01
12,10,97616.952,2383.048,0.496,0.01
2,12,94641.96,5355.362,0.371,0.01
2,23,24964.0,36.0,0.26,0.01
2,7,94456.96,5540.27,0.001,0.01
2,4,96411.84,3586.367,0.001,0.01
2,18,22800.52,2204.338,0.799,0
2,13,97294.16,2698.531,1.151,0.22
8,9,17422.429,7571.614,0.001,0.08
8,5,24952.344,47.656,1.722,0.01
14,13,1407.031,142.969,0.958,0.01
14,3,1329.59,220.3,1.627,0.01
13,14,1043.653,506.347,0.958,0.01
13,17,97200.2,2799.8,3.114,0.01
13,2,97176.372,2825.04,1.151,0.01
13,19,24558.941,435.102,0.776,1.33
22,20,24529.155,470.845,0.346,0.01
22,12,99052.594,947.406,0.001,0.01
23,17,24958.04,41.939,1.237,0.01
23,2,24952.08,47.92,0.261,0.01
4,2,90158.761,9834.24,0.001,0.12
4,16,97968.656,2032.36,0.001,0.01
18,2,22569.295,2431.92,0.798,0.01
18,21,24916.602,83.398,1.776,0.01
6,7,1365.0,184.908,0.001,0.01
6,19,1549.76,0.24,0.001,0.01
10,12,79543.348,20456.652,0.495,0.01
10,16,90266.227,9726.72,0.001,0.12
10,3,98463.088,1536.144,1.641,0.01
10,11,22033.403,2956.16,2.124,0.4
10,17,90431.848,9577.72,2.151,0.01
16,1,97925.92,2074.08,0.001,0.01
16,9,87638.95999999999,12354.863,0.001,0.01
16,10,82775.6,17233.663,0.001,0
16,4,93694.32,6308.486,0.001,0
16,5,18986.36,6010.635,0.001,0.01
21,7,99267.286,732.714,2.506,0.01
21,3,99416.212,577.831,2.945,1.02
21,18,22849.515,2150.485,1.776,0.01
3,21,97474.223,2519.82,2.944,0.24
3,10,98981.858,1018.651,1.641,0.01
3,1,98934.226,1066.84,2.866,0.01
3,11,22295.512,2699.88,1.445,0.22
3,14,1002.228,548.046,1.627,0.01
5,8,24832.964,167.036,1.722,0.01
5,16,19179.989999999998,5811.0,0.001,0.2
11,3,24940.4,59.57,1.445,0.01
11,10,16495.08,8500.67,2.124,0.01
19,7,24094.293,905.707,0.401,0.01
19,13,24964.018,35.982,0.776,0.01
19,6,1537.846,12.16,0.001,0.01
