node1,node2,available_bandwidth,throughput,delay,packet_loss
7,17,100000.0,0.0,0.196,0
7,1,99999.76,0.24,0.214,0.01
7,2,100000.0,0.0,0.001,0
7,6,1550.0,0.0,0.001,0
7,21,100000.0,0.0,0.001,0
7,19,24999.76,0.24,0.001,0.01
17,7,100000.0,0.0,0.196,0
17,10,100000.0,0.0,0.68,0
17,23,25000.0,0.0,0.715,0
17,20,99999.76,0.24,0.001,0.01
17,13,99999.76,0.24,1.101,0.01
11,10,25000.0,0.0,0.272,0
11,3,25000.0,0.0,0.587,0
10,11,24999.76,0.24,0.273,0.01
10,17,99999.76,0.24,0.681,0.01
10,12,100000.0,0.0,0.751,0
10,16,100000.0,0.0,0.825,0
10,3,100000.0,0.0,0.763,0
3,11,24999.76,0.24,0.587,0.01
3,21,100000.0,0.0,0.919,0
3,10,100000.0,0.0,0.764,0
3,1,100000.0,0.0,0.912,0
3,14,1550.0,0.0,1.08,0
1,7,99999.76,0.24,0.214,0.01
1,16,100000.0,0.0,1.053,0
1,3,100000.0,0.0,0.912,0
15,20,24999.759,0.24,0.001,0.01
15,9,24999.759,0.24,0.823,0.01
20,15,24999.76,0.241,0.001,0.01
20,22,25000.0,0.0,0.001,0
20,17,100000.0,0.0,0.001,0
9,15,24999.76,0.241,0.823,0.01
9,8,24999.76,0.241,1.2,0.01
9,16,100000.0,0.0,1.046,0
12,2,99999.76,0.24,1.269,0.01
12,22,100000.0,0.0,0.001,0
12,10,100000.0,0.0,0.751,0
2,12,99999.76,0.24,1.269,0.01
2,23,25000.0,0.0,0.98,0
2,7,100000.0,0.0,0.001,0
2,4,100000.0,0.0,0.269,0
2,18,25000.0,0.0,1.395,0
2,13,99999.76,0.24,1.112,0.01
8,9,24999.759,0.24,1.2,0.01
8,5,24999.759,0.24,0.894,0.01
14,13,1549.76,0.24,0.847,0.01
14,3,1549.76,0.24,1.081,0.01
13,14,1550.0,0.0,0.847,0
13,2,100000.0,0.0,1.113,0
13,17,100000.0,0.0,1.101,0
13,19,24999.76,0.24,0.95,0.01
22,20,24999.76,0.24,0.001,0.01
22,12,99999.76,0.24,0.001,0.01
23,17,24999.76,0.24,0.715,0.01
23,2,24999.76,0.24,0.98,0.01
4,2,100000.0,0.0,0.27,0
4,16,100000.0,0.0,0.738,0
18,2,25000.0,0.0,1.396,0
18,21,25000.0,0.0,0.671,0
6,7,1550.0,0.0,0.001,0
6,19,1549.76,0.24,0.989,0.01
16,1,99999.76,0.24,1.053,0.01
16,9,99999.76,0.24,1.046,0.01
16,10,99999.76,0.24,0.824,0.01
16,4,100000.0,0.0,0.739,0
16,5,25000.0,0.0,0.341,0
21,7,100000.0,0.0,0.001,0
21,3,100000.0,0.0,0.919,0
21,18,25000.0,0.0,0.672,0
5,8,24999.76,0.241,0.895,0.01
5,16,25000.0,0.0,0.341,0
19,7,24999.76,0.24,0.001,0.01
19,13,24999.76,0.24,0.949,0.01
19,6,1549.76,0.24,0.988,0.01
