node1,node2,available_bandwidth,throughput,delay,packet_loss
7,17,96804.034,3191.608,1.492,0.19
7,1,98981.618,1018.382,1.157,0.01
7,2,96600.0,3404.254,0.001,0
7,6,1192.517,357.304,1.287,0.01
7,21,98791.932,1208.671,0.149,0.01
7,19,24595.087,405.115,1.538,0.01
17,7,96945.335,3047.189,1.492,0.19
17,23,24845.195,154.805,1.292,0.01
17,20,99243.836,756.164,1.091,0.01
17,13,98755.604,1238.442,0.001,0.48
17,10,87800.16,12217.554,1.777,0
1,7,98475.764,1512.328,1.158,0.78
1,16,90240.24,9776.543,0.822,0
1,3,99779.7,220.19,1.296,0.01
15,20,24744.207,250.35,1.685,2.27
15,9,24755.852,244.635,2.506,0.01
20,15,24630.33,368.933,1.685,0.01
20,22,24458.182,541.818,1.387,0.01
20,17,99374.825,625.175,1.091,0.01
9,15,24696.104,303.29,2.506,0.01
9,8,19998.601,5003.31,0.001,0
9,16,83376.304,16635.604,0.001,0
12,2,94364.094,5632.767,0.001,0.11
12,22,98524.134,1476.603,0.172,0.01
12,10,97625.282,2380.669,1.304,0
2,12,94659.221,5338.113,0.001,0.01
2,23,24964.036,35.964,0.001,0.01
2,7,94489.066,5519.64,0.001,0
2,4,96417.214,3577.428,0.001,0.01
2,18,22784.855,2215.145,0.001,0.01
2,13,97290.909,2709.091,0.001,0.01
8,9,17441.316,7555.924,0.001,0.24
8,5,24952.463,47.632,0.001,0.01
14,13,1407.388,142.826,1.088,0.01
14,3,1342.024,208.288,1.171,0.01
13,14,1038.208,516.969,1.087,0
13,17,97207.552,2786.494,0.001,0.21
13,2,97165.874,2834.126,0.001,0.01
13,19,24571.069,428.931,0.528,0.01
22,20,24505.574,494.426,1.387,0.01
22,12,99064.975,934.558,0.172,0.01
23,17,24964.036,35.964,1.292,0.01
23,2,24964.036,35.964,0.001,0.01
4,2,90194.895,9801.937,0.001,0.18
4,16,97961.834,2030.33,0.275,0.58
18,2,22570.509,2429.491,0.001,0.01
18,21,24940.46,59.54,0.501,0.01
6,7,1365.277,184.815,1.288,0.01
6,19,1543.809,6.194,0.582,0.01
10,12,79545.921,20436.226,1.304,0.09
10,16,90287.848,9705.095,1.227,0.12
10,3,98487.672,1511.573,0.985,0.01
10,11,22040.839,2945.781,1.85,0.4
10,17,90448.527,9550.29,1.778,0.06
16,1,97922.038,2076.925,0.822,0.01
16,9,87645.355,12342.737,0.001,0.1
16,10,82792.807,17204.553,1.227,0
16,4,93688.711,6304.646,0.275,0
16,5,19010.23,5995.724,1.215,0
21,7,99267.373,732.262,0.149,0.01
21,3,99428.132,571.583,0.078,0.01
21,18,22844.635000000002,2155.365,0.501,0.01
3,21,97470.794,2518.561,0.078,0.47
3,10,98994.269,1006.234,0.985,0.01
3,1,98952.611,1053.866,1.295,0
3,11,22316.066,2677.983,1.789,0.22
3,14,1002.501,546.68,1.171,0.01
5,8,24839.001,160.678,0.001,0.01
5,16,19182.897,5817.103,1.215,0.01
11,3,24934.538,65.462,1.788,0.01
11,10,16525.671000000002,8490.47,1.85,0
19,7,24082.837,916.705,1.539,0.01
19,13,24969.99,30.01,0.529,0.01
19,6,1549.76,0.24,0.582,0.01
