node1,node2,available_bandwidth,throughput,delay,packet_loss
14,13,1550.0,0.0,0.358,0
14,3,1549.76,0.24,1.39,0.01
13,14,1550.0,0.0,0.358,0
13,17,99999.76,0.24,0.001,0.01
13,2,99999.76,0.24,14.133,0.01
13,19,25000.0,0.0,1.029,0
16,1,100000.0,0.0,0.001,0
16,9,100000.0,0.0,0.001,0
16,10,100000.0,0.0,0.001,0
16,4,100000.0,0.0,0.001,0
16,5,25000.0,0.0,0.001,0
1,16,100000.0,0.0,0.001,0
1,3,100000.0,0.0,0.513,0
1,7,100000.0,0.0,0.957,0
9,16,100000.0,0.0,0.001,0
9,8,24999.76,0.24,0.001,0.01
9,15,25000.0,0.0,0.001,0
10,16,100000.0,0.0,0.001,0
10,3,99999.76,0.24,1.832,0.01
10,11,24999.76,0.24,0.276,0.01
10,17,99999.76,0.24,0.797,0.01
10,12,100000.0,0.0,0.692,0
21,7,99999.76,0.24,0.662,0.01
21,3,99999.76,0.24,0.802,0.01
21,18,24999.76,0.24,1.174,0.01
7,21,99999.76,0.24,0.662,0.01
7,17,100000.0,0.0,0.719,0
7,6,1550.0,0.0,1.232,0
7,2,99999.76,0.24,1.131,0.01
7,1,100000.0,0.0,0.957,0
7,19,25000.0,0.0,0.911,0
3,21,99999.76,0.24,0.803,0.01
3,10,99999.76,0.24,1.832,0.01
3,1,100000.0,0.0,0.512,0
3,11,24999.76,0.24,0.736,0.01
3,14,1549.76,0.24,1.391,0.01
18,21,24999.76,0.24,1.174,0.01
18,2,24999.76,0.24,2.003,0.01
17,20,99999.76,0.24,0.336,0.01
17,13,100000.0,0.0,0.001,0
17,10,99999.76,0.24,0.797,0.01
17,7,99999.76,0.24,0.719,0.01
17,23,24999.76,0.24,0.644,0.01
20,17,99999.76,0.24,0.337,0.01
20,22,24999.76,0.24,1.322,0.01
20,15,25000.0,0.0,0.946,0
2,13,99999.76,0.24,14.133,0.01
2,18,25000.0,0.0,2.003,0
2,4,100000.0,0.0,1.569,0
2,7,100000.0,0.0,1.131,0
2,23,24999.76,0.24,1.376,0.01
2,12,99999.76,0.24,1.033,0.01
11,3,24999.76,0.24,0.736,0.01
11,10,24999.76,0.24,0.276,0.01
19,13,24999.76,0.24,1.029,0.01
19,7,25000.0,0.0,0.911,0
19,6,1550.0,0.0,1.374,0
12,10,99999.76,0.24,0.692,0.01
12,22,99999.76,0.24,1.683,0.01
12,2,100000.0,0.0,1.032,0
6,7,1549.76,0.24,1.232,0.01
6,19,1550.0,0.0,1.374,0
4,2,99999.76,0.24,1.569,0.01
4,16,100000.0,0.0,0.001,0
23,2,25000.0,0.0,1.376,0
23,17,25000.0,0.0,0.644,0
22,12,100000.0,0.0,1.684,0
22,20,25000.0,0.0,1.322,0
5,16,25000.0,0.0,0.001,0
5,8,25000.0,0.0,0.305,0
8,9,25000.0,0.0,0.001,0
8,5,25000.0,0.0,0.305,0
15,20,25000.0,0.0,0.946,0
15,9,25000.0,0.0,0.001,0
