node1,node2,available_bandwidth,throughput,delay,packet_loss
20,17,100000.0,0.0,0.21,0
20,22,24999.76,0.24,1.452,0.01
20,15,25000.0,0.0,0.215,0
17,20,100000.0,0.0,0.21,0
17,10,99999.76,0.24,0.191,0.01
17,7,99999.76,0.24,0.744,0.01
17,13,100000.0,0.0,0.001,0
17,23,24999.76,0.24,0.684,0.01
3,14,1550.0,0.0,0.999,0
3,21,100000.0,0.0,0.478,0
3,10,100000.0,0.0,0.756,0
3,1,100000.0,0.0,0.739,0
3,11,25000.0,0.0,0.001,0
14,3,1550.0,0.0,0.999,0
14,13,1550.0,0.0,0.001,0
5,8,25000.0,0.0,0.519,0
5,16,24999.76,0.24,0.886,0.01
8,5,25000.0,0.0,0.519,0
8,9,25000.0,0.0,0.658,0
7,19,25000.0,0.0,0.001,0
7,6,1550.0,0.0,0.874,0
7,21,100000.0,0.0,0.479,0
7,2,99999.76,0.24,1.704,0.01
7,1,100000.0,0.0,0.425,0
7,17,99999.76,0.24,0.744,0.01
19,7,24999.76,0.24,0.001,0.01
19,6,1549.76,0.24,0.823,0.01
19,13,24999.76,0.24,0.001,0.01
6,19,1550.0,0.0,0.823,0
6,7,1549.76,0.24,0.875,0.01
13,19,25000.0,0.0,0.001,0
13,14,1549.76,0.24,0.001,0.01
13,2,100000.0,0.0,0.001,0
13,17,100000.0,0.0,0.001,0
21,3,100000.0,0.0,0.479,0
21,7,100000.0,0.0,0.479,0
21,18,25000.0,0.0,0.001,0
18,21,24999.76,0.24,0.001,0.01
18,2,24999.76,0.24,0.001,0.01
9,8,24999.76,0.24,0.658,0.01
9,16,99999.76,0.24,0.77,0.01
9,15,25000.0,0.0,0.444,0
2,7,100000.0,0.0,1.704,0
2,4,100000.0,0.0,1.193,0
2,18,25000.0,0.0,0.001,0
2,13,100000.0,0.0,0.001,0
2,12,100000.0,0.0,0.93,0
2,23,24999.76,0.24,1.38,0.01
4,2,99999.76,0.24,1.193,0.01
4,16,99999.76,0.24,0.464,0.01
1,7,99999.76,0.24,0.425,0.01
1,16,99999.76,0.24,0.691,0.01
1,3,99999.76,0.24,0.739,0.01
12,2,99999.76,0.24,0.93,0.01
12,10,99999.76,0.24,0.001,0.01
12,22,99999.76,0.24,1.51,0.01
10,12,100000.0,0.0,0.001,0
10,17,100000.0,0.0,0.191,0
10,16,99999.76,0.24,1.003,0.01
10,3,100000.0,0.0,0.756,0
10,11,25000.0,0.0,0.001,0
22,20,25000.0,0.0,1.452,0
22,12,100000.0,0.0,1.51,0
16,10,100000.0,0.0,1.003,0
16,4,100000.0,0.0,0.465,0
16,5,25000.0,0.0,0.886,0
16,9,100000.0,0.0,0.77,0
16,1,100000.0,0.0,0.69,0
23,17,25000.0,0.0,0.684,0
23,2,25000.0,0.0,1.38,0
11,10,24999.76,0.24,0.001,0.01
11,3,24999.76,0.24,0.001,0.01
15,20,24999.76,0.24,0.215,0.01
15,9,24999.76,0.24,0.444,0.01
